lat,lng
48.608678578243776,35.15170633792876
48.60869985990181,35.15150517225267
48.60826713109233,35.150322318077116
48.60821037949799,35.150874853134184
48.60818555065541,35.151073336601264
48.60833452352773,35.15108942985537
48.608355805330774,35.15088558197024
48.608474628566164,35.151132345199606
48.608495910310154,35.15093654394151
48.608628921006826,35.150958001613645
48.60860409237006,35.15115916728976
48.608738876251564,35.151202082634
48.6087601578842,35.15100628137591
48.608158948310546,35.15142202377321
48.608134119442695,35.15162587165834
48.60827067806484,35.151652693748495
48.60829373338021,35.15145152807238
48.608428518090115,35.15146762132646
48.60840546283629,35.15166878700258
48.60856507591616,35.151483714580564
48.60853670029438,35.15168488025668
48.608529606386455,35.150595903396635
48.608556208536065,35.1503920555115
48.60839304846448,35.150558352470426
48.608416103723954,35.15036255121234
48.6082440757648,35.15052080154422
48.608369993194465,35.14939695596697
48.60839127498254,35.14919847249987
48.60831146823099,35.14992803335191
48.60833629701165,35.149726867675795
48.608465761170166,35.14997631311421
48.60849058987499,35.14977514743809
48.60860054542093,35.15001654624943
48.60862360058569,35.149815380573315
48.6087459701301,35.15005409717564
48.60876725175971,35.14985829591755
48.60887898016813,35.1501023769379
48.608900261741695,35.14989584684376
48.60880626805741,35.15066027641301
48.608829323128255,35.15046447515491
48.6086697108836,35.15062808990482
48.608694539488134,35.15042424201969
48.60900666947502,35.14902412891391
48.609029724454345,35.14883100986486
48.60886301898206,35.14901071786885
48.608886074026984,35.14881491661075
48.608717594609985,35.1489865779877
48.6087406497213,35.14878541231158
48.60858458414686,35.148940980434446
48.608607639318905,35.148742496967344
48.60842497112867,35.148927569389386
48.60844979985352,35.14872640371327
48.608941051399306,35.14955252408987
48.60896410640862,35.149351358413746
48.608799174187354,35.14954179525379
48.608822229261406,35.14933794736866
48.608664390466764,35.149504244327574
48.608687445602385,35.14930307865146
48.608520739000106,35.149447917938275
48.60854734115439,35.14924943447117
48.60815185434953,35.14956593513493
48.60817668320866,35.1493620872498
48.608213926474484,35.1489812135697
48.608235208328324,35.148782730102596
48.60796918451053,35.1495391130448
48.60799223996355,35.14933526515967
48.60803303035462,35.14894902706152
48.60805785927218,35.14875054359442
48.60768010370637,35.14950692653662
48.60770493279746,35.149308443069515
48.60771557383276,35.14889270067222
48.60773862940156,35.14868885278709
48.60783085157144,35.1495230197907
48.60785036008581,35.14932453632359
48.60787696259325,35.14893025159843
48.60790001808837,35.14872908592231
48.60735377737463,35.14943987131126
48.60737683310861,35.14923870563514
48.60739811531524,35.14882296323782
48.60742294454498,35.14862716197976
48.60751516729139,35.14946669340139
48.60753999646357,35.14926820993432
48.60755773157909,35.14885783195501
48.607580787219945,35.148656666278896
48.60701858128412,35.14940768480308
48.60704163717112,35.14920651912696
48.60705937246165,35.148777365684566
48.60708420185794,35.14857620000845
48.60718706636963,35.14942109584814
48.60721189570312,35.14922261238104
48.607233177979275,35.1487988233567
48.60725623376831,35.14860302209861
48.60641735097609,35.14929771423347
48.60644040713758,35.14909923076636
48.606465236838204,35.148667395114984
48.606488292977836,35.14846622943887
48.606585838067495,35.14932990074165
48.606607120607464,35.149136781692576
48.60664081794408,35.14869958162316
48.606663874003566,35.148498415947046
48.606756098136174,35.149362087249834
48.60678092768156,35.14916092157372
48.606803983677075,35.148739814758386
48.606828813198916,35.14853328466422
48.605832075659336,35.149174332618784
48.60585513208803,35.14897853136069
48.605872867795256,35.148565471172404
48.60589592420533,35.1483669877053
48.60600233826925,35.14921724796302
48.60602716818526,35.149024128913936
48.60605022452488,35.148584246635494
48.606071507290565,35.14838576316839
48.606179694544174,35.149236023426134
48.60620452437297,35.14903485775002
48.60624176909326,35.14861106872566
48.60626305177824,35.14841794967658
48.6053886807522,35.148890018463206
48.60541173738332,35.14868885278709
48.60540819021,35.1483669877053
48.605429473246254,35.14817118644721
48.60555362411236,35.14890611171728
48.60557668066818,35.148704946041164
48.605574907087345,35.14840453863151
48.60559973721349,35.14819800853736
48.60507298120576,35.14883905649194
48.605096037981,35.1486352086068
48.60509071718766,35.148316025734026
48.605108453163304,35.14812022447593
48.60523615200425,35.14884710311897
48.6052627558888,35.148648619651865
48.605252114336665,35.14833480119714
48.60527339743871,35.14813363552102
48.60472003387079,35.14877200126657
48.60474131719706,35.14857351779947
48.60474131719706,35.14824092388163
48.60476260051435,35.14803439378748
48.60489916825357,35.148812234401795
48.604923998711925,35.14861106872568
48.60491867790047,35.148281157016854
48.604941734746134,35.14808535575876
48.605032188423735,35.14938086271295
48.60505524521761,35.14917701482782
48.60520777451193,35.14940768480311
48.60523437841143,35.14920651912699
48.605363850522295,35.14943718910228
48.60538690716474,35.14923602342616
48.60551815246747,35.14947205781948
48.60553943545739,35.14927089214336
48.605000263614855,35.14995485544216
48.605023320423285,35.149753689766044
48.605161661052925,35.14998704195034
48.60518826497672,35.14978319406521
48.605319510795674,35.150000452995414
48.60534434104737,35.14979392290127
48.60548090721352,35.15002727508556
48.60550751096913,35.14982074499142
48.604696976923854,35.14934062957775
48.604721807481624,35.14913946390163
48.60486546975481,35.14935135841381
48.604890300229734,35.14916092157374
48.60495769717157,35.15051811933529
48.60498075399947,35.15031695365917
48.605115547551804,35.15053153038035
48.60513860430762,35.150327682495224
48.605280491803995,35.15055298805248
48.605301774894095,35.15035450458538
48.60544366193208,35.150569081306564
48.60546494495338,35.150370597839455
48.604661504677274,35.14988243579876
48.60468633525248,35.14968395233165
48.60482645041239,35.14991730451595
48.60484950730017,35.14971345663082
48.6049204515043,35.1510223746301
48.604943508349166,35.150823891163
48.605080075599204,35.151067972183355
48.60510490596863,35.15086680650724
48.6052467935597,35.15109747648252
48.60527162384716,35.1508963108064
48.60541528455636,35.151129662990684
48.60543834117533,35.15093386173258
48.604626032405776,35.15043497085583
48.60465086299843,35.15023380517971
48.60479629908167,35.15048056840908
48.60482112959062,35.15028208494198
48.60459410734015,35.150974094867806
48.60461716433402,35.15077292919169
48.604762600514306,35.150998234748954
48.60478565743126,35.15079975128185
48.605722114085324,35.15050470829023
48.60574339698931,35.150300860405096
48.60589237706595,35.15056371688854
48.60591365989818,35.15035986900341
48.606066186599946,35.15060126781475
48.60609101648454,35.15039741992962
48.605782415623274,35.14989852905286
48.60580724564741,35.14970004558576
48.60594203699385,35.14994680881512
48.60596686693948,35.14974832534802
48.606108752108916,35.150000452995414
48.60613358197257,35.14980196952831
48.60568486898178,35.15113770961773
48.60585867922993,35.15117526054394
48.606028941750154,35.15121012926113
48.60570792547769,35.150941908359634
48.60587996207634,35.15097945928585
48.60605554521709,35.15101164579403
48.606383653490305,35.15002459287656
48.60640670966721,35.14982610940946
48.606545046507414,35.150064826011786
48.60656810261061,35.149866342544684
48.60670111838503,35.15009701251994
48.60672417441698,35.14990389347089
48.606660326918124,35.150711238384375
48.60668338296867,35.15052080154431
48.60650957555886,35.15068441629422
48.606534405225474,35.150488615036124
48.60633399399668,35.15065759420406
48.606357050196216,35.15045911073695
48.606628403138416,35.15130668878566
48.606651459203555,35.151110887527594
48.60647233103607,35.15126913785948
48.60649361362388,35.15107065439237
48.606302070010685,35.151242315769316
48.60632512622482,35.15104651451123
48.607119672402845,35.15020161867154
48.60714450176948,35.149997770786406
48.60708065480202,35.150783658027784
48.607105484187855,35.15058249235167
48.60695828122215,35.15014529228223
48.60698133713667,35.149949491024145
48.60691039582756,35.15075683593763
48.60693522529709,35.15055567026151
48.60703631658272,35.15132546424878
48.60706114599032,35.15112429857266
48.606876698670824,35.15131741762174
48.606901528156925,35.151121616363646
48.60745486782238,35.15027940273297
48.60747614999612,35.15007823705685
48.60740698289867,35.15081852674498
48.607431812124034,35.15062272548689
48.60728106306776,35.15022575855268
48.60730234531475,35.15002995729459
48.6072402720693,35.150805115699896
48.607263327855065,35.15060395002377
48.60719238694209,35.151368379593016
48.60721366922644,35.151169896125914
48.607355550892976,35.15140324831021
48.60737860662614,35.15120476484311
48.60769606526631,35.15145152807248
48.607719120843996,35.15125304460537
48.60773685589659,35.15089631080642
48.60776168495978,35.15069782733931
48.60777941999744,35.15031963586819
48.6078042490397,35.150118470192076
48.607628671978816,35.15029281377806
48.607651727587296,35.150102376937994
48.607573693177685,35.1508587598802
48.60759674881126,35.150662958622114
48.607522261341806,35.15142470598234
48.60754531699884,35.151223540306226
48.607944355549336,35.15036791563048
48.6079656375168,35.15016406774535
48.608072047219565,35.15058785676969
48.608096876117926,35.15038669109357
48.60802416288105,35.15109747648253
48.60804899180299,35.15090167522444
48.60797095800724,35.15160977840438
48.607995786955335,35.151411294937276
48.60784681308371,35.15147566795362
48.607871642092846,35.1512745022775
48.607898244589066,35.15091776847854
48.60791952657596,35.15072733163848
